OrderID,CustomerID,DishID,Feedback,Rating,Sentiment
O00888,C0107,R63,Perfectly cooked and tasty,5,Very Positive
O00889,C0330,R75,"Very good, will order again",4,Positive
O00890,C0002,R46,"Very good, will order again",4,Positive
O00891,C0292,R19,Will not order this again,3,Neutral
O00892,C0008,R144,"Loved it, highly recommended",5,Very Positive
O00893,C0268,R29,Service was slow but food good,4,Positive
O00894,C0003,R154,Not satisfied with the taste,2,Negative
O00895,C0213,R127,Will not order this again,3,Neutral
O00896,C0016,R13,Not satisfied with the taste,2,Negative
O00897,C0272,R120,"Loved it, highly recommended",5,Very Positive
O00898,C0245,R27,Too spicy for me,3,Neutral
O00899,C0040,R37,"Food was okay, can be improved",5,Very Positive
O00900,C0191,R32,Average experience,3,Neutral
O00901,C0108,R77,Will not order this again,3,Neutral
O00902,C0121,R47,"Loved it, highly recommended",5,Very Positive
O00903,C0099,R158,"Very good, will order again",4,Positive
O00904,C0174,R30,Service was slow but food good,4,Positive
O00905,C0022,R2,"Food was okay, can be improved",5,Very Positive
O00906,C0104,R124,Too spicy for me,3,Neutral
O00907,C0043,R19,Average experience,3,Neutral
O00908,C0182,R16,Too spicy for me,3,Neutral
O00909,C0098,R33,Average experience,3,Neutral
O00910,C0170,R20,"Loved it, highly recommended",5,Very Positive
O00911,C0012,R30,"Loved it, highly recommended",5,Very Positive
O00912,C0182,R3,Will not order this again,3,Neutral
O00913,C0022,R116,Excellent taste and service,4,Positive
O00914,C0078,R68,Average experience,3,Neutral
O00915,C0227,R78,"Very good, will order again",4,Positive
O00916,C0116,R43,"Food was okay, can be improved",5,Very Positive
O00917,C0312,R23,Excellent taste and service,4,Positive
O00918,C0079,R78,Service was slow but food good,4,Positive
O00919,C0074,R144,Will not order this again,3,Neutral
O00920,C0211,R140,Too spicy for me,3,Neutral
O00921,C0284,R21,Perfectly cooked and tasty,5,Very Positive
O00922,C0016,R133,Excellent taste and service,4,Positive
O00923,C0050,R20,"Food was okay, can be improved",5,Very Positive
O00924,C0038,R34,"Loved it, highly recommended",5,Very Positive
O00925,C0219,R59,Not satisfied with the taste,2,Negative
O00926,C0122,R143,Not satisfied with the taste,2,Negative
O00927,C0243,R117,Not satisfied with the taste,2,Negative
O00928,C0314,R47,Service was slow but food good,4,Positive
O00929,C0146,R136,"Loved it, highly recommended",5,Very Positive
O00930,C0068,R165,Not satisfied with the taste,2,Negative
O00931,C0062,R110,"Very good, will order again",4,Positive
O00932,C0128,R30,Excellent taste and service,4,Positive
O00933,C0277,R71,Will not order this again,3,Neutral
O00934,C0214,R90,Service was slow but food good,4,Positive
O00935,C0212,R2,"Loved it, highly recommended",5,Very Positive
O00936,C0121,R116,"Very good, will order again",4,Positive
O00937,C0221,R161,Average experience,3,Neutral
O00938,C0030,R133,"Very good, will order again",4,Positive
O00939,C0291,R111,"Very good, will order again",4,Positive
O00940,C0047,R150,"Food was okay, can be improved",5,Very Positive
O00941,C0109,R42,Excellent taste and service,4,Positive
O00942,C0236,R152,"Food was okay, can be improved",5,Very Positive
O00943,C0084,R168,Excellent taste and service,4,Positive
O00944,C0165,R23,Not satisfied with the taste,2,Negative
O00945,C0326,R143,Excellent taste and service,4,Positive
O00946,C0111,R5,"Food was okay, can be improved",5,Very Positive
O00947,C0274,R167,Perfectly cooked and tasty,5,Very Positive
O00948,C0244,R5,Average experience,3,Neutral
O00949,C0303,R80,Will not order this again,3,Neutral
O00950,C0163,R71,"Food was okay, can be improved",5,Very Positive
O00951,C0224,R153,Not satisfied with the taste,2,Negative
O00952,C0044,R154,Service was slow but food good,4,Positive
O00953,C0096,R43,Not satisfied with the taste,2,Negative
O00954,C0177,R23,Average experience,3,Neutral
O00955,C0123,R134,Service was slow but food good,4,Positive
O00956,C0043,R141,"Loved it, highly recommended",5,Very Positive
O00957,C0140,R2,Too spicy for me,3,Neutral
O00958,C0304,R84,Service was slow but food good,4,Positive
O00959,C0176,R36,Average experience,3,Neutral
O00960,C0312,R67,Not satisfied with the taste,2,Negative
O00961,C0139,R68,Not satisfied with the taste,2,Negative
O00962,C0039,R74,"Food was okay, can be improved",5,Very Positive
O00963,C0301,R154,Will not order this again,3,Neutral
O00964,C0010,R100,Will not order this again,3,Neutral
O00965,C0097,R84,Not satisfied with the taste,2,Negative
O00966,C0277,R135,"Food was okay, can be improved",5,Very Positive
O00967,C0306,R117,Average experience,3,Neutral
O00968,C0150,R68,Too spicy for me,3,Neutral
O00969,C0114,R141,"Loved it, highly recommended",5,Very Positive
O00970,C0280,R11,Not satisfied with the taste,2,Negative
O00971,C0144,R161,"Very good, will order again",4,Positive
O00972,C0100,R169,Average experience,3,Neutral
O00973,C0112,R7,Too spicy for me,3,Neutral
O00974,C0226,R90,Will not order this again,3,Neutral
O00975,C0227,R56,Service was slow but food good,4,Positive
O00976,C0039,R30,Not satisfied with the taste,2,Negative
O00977,C0273,R77,Excellent taste and service,4,Positive
O00978,C0094,R165,"Very good, will order again",4,Positive
O00979,C0089,R37,Service was slow but food good,4,Positive
O00980,C0177,R18,"Very good, will order again",4,Positive
O00981,C0165,R132,Excellent taste and service,4,Positive
O00982,C0097,R15,Perfectly cooked and tasty,5,Very Positive
O00983,C0020,R71,Average experience,3,Neutral
O00984,C0014,R22,"Food was okay, can be improved",5,Very Positive
O00985,C0241,R4,Not satisfied with the taste,2,Negative
O00986,C0168,R53,Too spicy for me,3,Neutral
O00987,C0177,R5,Not satisfied with the taste,2,Negative
O00988,C0286,R27,Excellent taste and service,4,Positive
O00989,C0149,R11,Will not order this again,3,Neutral
O00990,C0178,R26,Not satisfied with the taste,2,Negative
O00991,C0134,R141,"Very good, will order again",4,Positive
O00992,C0247,R8,Will not order this again,3,Neutral
O00993,C0067,R116,Too spicy for me,3,Neutral
O00994,C0201,R54,"Loved it, highly recommended",5,Very Positive
O00995,C0184,R100,Average experience,3,Neutral
O00996,C0242,R100,Excellent taste and service,4,Positive
O00997,C0150,R168,Perfectly cooked and tasty,5,Very Positive
O00998,C0066,R20,Will not order this again,3,Neutral
O00999,C0032,R45,Will not order this again,3,Neutral
O01000,C0175,R158,Will not order this again,3,Neutral
O01001,C0065,R62,Not satisfied with the taste,2,Negative
O01002,C0167,R156,"Very good, will order again",4,Positive
O01003,C0204,R146,Not satisfied with the taste,2,Negative
O01004,C0116,R116,"Food was okay, can be improved",5,Very Positive
O01005,C0012,R32,Will not order this again,3,Neutral
O01006,C0139,R141,Service was slow but food good,4,Positive
O01007,C0259,R146,Will not order this again,3,Neutral
O01008,C0253,R17,Too spicy for me,3,Neutral
O01009,C0321,R32,Excellent taste and service,4,Positive
O01010,C0282,R43,Too spicy for me,3,Neutral
O01011,C0314,R26,Too spicy for me,3,Neutral
O01012,C0099,R160,Excellent taste and service,4,Positive
O01013,C0031,R116,Average experience,3,Neutral
O01014,C0175,R73,Too spicy for me,3,Neutral
O01015,C0268,R44,Perfectly cooked and tasty,5,Very Positive
O01016,C0170,R79,"Loved it, highly recommended",5,Very Positive
O01017,C0257,R42,Too spicy for me,3,Neutral
O01018,C0312,R44,Service was slow but food good,4,Positive
O01019,C0061,R124,Excellent taste and service,4,Positive
O01020,C0117,R85,Not satisfied with the taste,2,Negative
O01021,C0206,R90,Excellent taste and service,4,Positive
O01022,C0225,R83,Service was slow but food good,4,Positive
O01023,C0319,R24,Excellent taste and service,4,Positive
O01024,C0297,R128,"Very good, will order again",4,Positive
O01025,C0041,R165,Service was slow but food good,4,Positive
O01026,C0239,R132,Excellent taste and service,4,Positive
O01027,C0199,R55,"Very good, will order again",4,Positive
O01028,C0258,R149,Service was slow but food good,4,Positive
O01029,C0104,R15,Will not order this again,3,Neutral
O01030,C0044,R119,Excellent taste and service,4,Positive
O01031,C0205,R1,Average experience,3,Neutral
O01032,C0119,R84,Excellent taste and service,4,Positive
O01033,C0217,R81,"Very good, will order again",4,Positive
O01034,C0042,R119,"Food was okay, can be improved",5,Very Positive
O01035,C0018,R150,Too spicy for me,3,Neutral
O01036,C0109,R131,"Loved it, highly recommended",5,Very Positive
O01037,C0191,R21,Average experience,3,Neutral
O01038,C0172,R57,Will not order this again,3,Neutral
O01039,C0174,R20,Average experience,3,Neutral
O01040,C0067,R151,Average experience,3,Neutral
O01041,C0303,R84,Too spicy for me,3,Neutral
O01042,C0090,R28,Service was slow but food good,4,Positive
O01043,C0075,R154,Average experience,3,Neutral
O01044,C0292,R34,Service was slow but food good,4,Positive
O01045,C0007,R86,Perfectly cooked and tasty,5,Very Positive
O01046,C0098,R19,Excellent taste and service,4,Positive
O01047,C0320,R162,Not satisfied with the taste,2,Negative
O01048,C0294,R59,"Food was okay, can be improved",5,Very Positive
O01049,C0274,R27,Perfectly cooked and tasty,5,Very Positive
O01050,C0277,R146,"Very good, will order again",4,Positive
O01051,C0293,R144,Too spicy for me,3,Neutral
O01052,C0137,R72,Perfectly cooked and tasty,5,Very Positive
O01053,C0251,R71,"Food was okay, can be improved",5,Very Positive
O01054,C0314,R128,Will not order this again,3,Neutral
O01055,C0250,R25,Average experience,3,Neutral
O01056,C0162,R24,Too spicy for me,3,Neutral
O01057,C0073,R16,Too spicy for me,3,Neutral
O01058,C0037,R163,"Very good, will order again",4,Positive
O01059,C0302,R68,"Food was okay, can be improved",5,Very Positive
O01060,C0159,R40,"Food was okay, can be improved",5,Very Positive
O01061,C0291,R68,Average experience,3,Neutral
O01062,C0056,R111,Average experience,3,Neutral
O01063,C0175,R135,Perfectly cooked and tasty,5,Very Positive
O01064,C0016,R8,Excellent taste and service,4,Positive
O01065,C0184,R127,Too spicy for me,3,Neutral
O01066,C0253,R28,"Loved it, highly recommended",5,Very Positive
O01067,C0187,R32,Not satisfied with the taste,2,Negative
O01068,C0252,R64,Service was slow but food good,4,Positive
O01069,C0326,R34,Too spicy for me,3,Neutral
O01070,C0084,R161,Perfectly cooked and tasty,5,Very Positive
O01071,C0256,R168,"Very good, will order again",4,Positive
O01072,C0314,R119,Service was slow but food good,4,Positive
O01073,C0276,R139,Not satisfied with the taste,2,Negative
O01074,C0298,R80,"Very good, will order again",4,Positive
O01075,C0306,R89,Average experience,3,Neutral
O01076,C0306,R71,Perfectly cooked and tasty,5,Very Positive
O01077,C0199,R85,Perfectly cooked and tasty,5,Very Positive
O01078,C0305,R89,"Food was okay, can be improved",5,Very Positive
O01079,C0045,R75,Too spicy for me,3,Neutral
O01080,C0008,R144,Too spicy for me,3,Neutral
O01081,C0235,R26,"Very good, will order again",4,Positive
O01082,C0093,R157,Not satisfied with the taste,2,Negative
O01083,C0070,R7,Perfectly cooked and tasty,5,Very Positive
O01084,C0323,R147,"Loved it, highly recommended",5,Very Positive
O01085,C0291,R16,Average experience,3,Neutral
O01086,C0086,R8,"Food was okay, can be improved",5,Very Positive
O01087,C0090,R139,Will not order this again,3,Neutral
O01088,C0261,R6,"Food was okay, can be improved",5,Very Positive
O01089,C0070,R145,Too spicy for me,3,Neutral
O01090,C0300,R145,Not satisfied with the taste,2,Negative
O01091,C0281,R100,Will not order this again,3,Neutral
O01092,C0312,R47,"Very good, will order again",4,Positive
O01093,C0069,R61,Perfectly cooked and tasty,5,Very Positive
O01094,C0085,R165,Average experience,3,Neutral
O01095,C0286,R29,Will not order this again,3,Neutral
O01096,C0185,R8,Not satisfied with the taste,2,Negative
O01097,C0317,R59,Average experience,3,Neutral
O01098,C0123,R27,Too spicy for me,3,Neutral
O01099,C0240,R27,Not satisfied with the taste,2,Negative
O01100,C0218,R71,Excellent taste and service,4,Positive
O01101,C0173,R166,Not satisfied with the taste,2,Negative
O01102,C0212,R23,"Very good, will order again",4,Positive
O01103,C0032,R90,Too spicy for me,3,Neutral
O01104,C0125,R12,Will not order this again,3,Neutral
O01105,C0058,R154,"Food was okay, can be improved",5,Very Positive
O01106,C0239,R84,Too spicy for me,3,Neutral
O01107,C0281,R46,Will not order this again,3,Neutral
O01108,C0281,R13,Perfectly cooked and tasty,5,Very Positive
O01109,C0122,R64,Average experience,3,Neutral
O01110,C0229,R83,"Loved it, highly recommended",5,Very Positive
O01111,C0323,R144,Will not order this again,3,Neutral
O01112,C0016,R112,Perfectly cooked and tasty,5,Very Positive
O01113,C0196,R44,Too spicy for me,3,Neutral
O01114,C0208,R86,"Very good, will order again",4,Positive
O01115,C0035,R135,Excellent taste and service,4,Positive
O01116,C0005,R37,"Very good, will order again",4,Positive
O01117,C0163,R79,Excellent taste and service,4,Positive
O01118,C0157,R163,"Loved it, highly recommended",5,Very Positive
O01119,C0251,R63,Excellent taste and service,4,Positive
O01120,C0288,R63,Will not order this again,3,Neutral
O01121,C0288,R127,Excellent taste and service,4,Positive
O01122,C0287,R80,Excellent taste and service,4,Positive
O01123,C0042,R77,Too spicy for me,3,Neutral
O01124,C0025,R133,"Very good, will order again",4,Positive
O01125,C0003,R166,Will not order this again,3,Neutral
O01126,C0300,R160,Too spicy for me,3,Neutral
O01127,C0119,R38,Not satisfied with the taste,2,Negative
O01128,C0064,R90,Service was slow but food good,4,Positive
O01129,C0253,R146,Perfectly cooked and tasty,5,Very Positive
O01130,C0181,R47,Not satisfied with the taste,2,Negative
O01131,C0326,R150,Service was slow but food good,4,Positive
O01132,C0151,R63,Not satisfied with the taste,2,Negative
O01133,C0213,R89,Not satisfied with the taste,2,Negative
O01134,C0058,R150,Perfectly cooked and tasty,5,Very Positive
O01135,C0240,R26,"Very good, will order again",4,Positive
O01136,C0212,R156,Too spicy for me,3,Neutral
O01137,C0095,R72,"Food was okay, can be improved",5,Very Positive
O01138,C0089,R64,Not satisfied with the taste,2,Negative
O01139,C0052,R74,Average experience,3,Neutral
O01140,C0142,R25,Average experience,3,Neutral
O01141,C0089,R68,Will not order this again,3,Neutral
O01142,C0231,R81,Will not order this again,3,Neutral
O01143,C0330,R13,Average experience,3,Neutral
O01144,C0227,R6,"Food was okay, can be improved",5,Very Positive
O01145,C0056,R14,Average experience,3,Neutral
O01146,C0052,R120,Excellent taste and service,4,Positive
O01147,C0231,R157,"Loved it, highly recommended",5,Very Positive
O01148,C0189,R111,"Food was okay, can be improved",5,Very Positive
O01149,C0132,R160,Perfectly cooked and tasty,5,Very Positive
O01150,C0109,R166,Too spicy for me,3,Neutral
O01151,C0024,R15,Average experience,3,Neutral
O01152,C0040,R90,Service was slow but food good,4,Positive
O01153,C0046,R165,"Food was okay, can be improved",5,Very Positive
O01154,C0118,R139,Will not order this again,3,Neutral
O01155,C0005,R155,"Loved it, highly recommended",5,Very Positive
O01156,C0039,R13,Perfectly cooked and tasty,5,Very Positive
O01157,C0327,R167,Too spicy for me,3,Neutral
O01158,C0198,R78,Not satisfied with the taste,2,Negative
O01159,C0180,R20,Perfectly cooked and tasty,5,Very Positive
O01160,C0306,R89,Perfectly cooked and tasty,5,Very Positive
O01161,C0313,R27,Average experience,3,Neutral
O01162,C0196,R8,"Food was okay, can be improved",5,Very Positive
O01163,C0322,R34,"Very good, will order again",4,Positive
O01164,C0219,R13,Too spicy for me,3,Neutral
O01165,C0124,R29,Average experience,3,Neutral
O01166,C0290,R19,Average experience,3,Neutral
O01167,C0021,R153,"Very good, will order again",4,Positive
O01168,C0156,R158,Service was slow but food good,4,Positive
O01169,C0275,R87,Average experience,3,Neutral
O01170,C0003,R62,Average experience,3,Neutral
O01171,C0046,R4,Perfectly cooked and tasty,5,Very Positive
O01172,C0098,R54,Perfectly cooked and tasty,5,Very Positive
O01173,C0313,R79,Excellent taste and service,4,Positive
O01174,C0291,R142,Excellent taste and service,4,Positive
O01175,C0022,R72,Excellent taste and service,4,Positive
O01176,C0006,R148,"Very good, will order again",4,Positive
O01177,C0229,R105,Will not order this again,3,Neutral
O01178,C0205,R76,Average experience,3,Neutral
O01179,C0285,R27,Not satisfied with the taste,2,Negative
O01180,C0183,R132,Service was slow but food good,4,Positive
O01181,C0069,R164,Perfectly cooked and tasty,5,Very Positive
O01182,C0054,R140,Perfectly cooked and tasty,5,Very Positive
O01183,C0094,R76,Service was slow but food good,4,Positive
O01184,C0079,R34,"Loved it, highly recommended",5,Very Positive
O01185,C0123,R36,Not satisfied with the taste,2,Negative
O01186,C0209,R105,"Very good, will order again",4,Positive
O01187,C0158,R60,Will not order this again,3,Neutral
O01188,C0019,R24,Will not order this again,3,Neutral
O01189,C0227,R5,Average experience,3,Neutral
O01190,C0087,R32,Perfectly cooked and tasty,5,Very Positive
O01191,C0086,R5,Service was slow but food good,4,Positive
O01192,C0086,R54,Not satisfied with the taste,2,Negative
O01193,C0045,R1,"Food was okay, can be improved",5,Very Positive
O01194,C0188,R164,Too spicy for me,3,Neutral
O01195,C0282,R2,Will not order this again,3,Neutral
O01196,C0160,R33,"Food was okay, can be improved",5,Very Positive
O01197,C0098,R28,Service was slow but food good,4,Positive
O01198,C0232,R74,Average experience,3,Neutral
O01199,C0268,R117,Average experience,3,Neutral
O01200,C0240,R161,Excellent taste and service,4,Positive
O01201,C0255,R54,Excellent taste and service,4,Positive
O01202,C0120,R133,Perfectly cooked and tasty,5,Very Positive
O01203,C0257,R153,Not satisfied with the taste,2,Negative
O01204,C0242,R119,"Loved it, highly recommended",5,Very Positive
O01205,C0268,R50,Perfectly cooked and tasty,5,Very Positive
O01206,C0181,R17,"Food was okay, can be improved",5,Very Positive
O01207,C0272,R83,Average experience,3,Neutral
O01208,C0056,R14,Perfectly cooked and tasty,5,Very Positive
O01209,C0306,R146,Excellent taste and service,4,Positive
O01210,C0014,R124,Too spicy for me,3,Neutral
O01211,C0234,R155,"Loved it, highly recommended",5,Very Positive
O01212,C0029,R105,"Very good, will order again",4,Positive
O01213,C0242,R134,"Food was okay, can be improved",5,Very Positive
O01214,C0093,R34,"Loved it, highly recommended",5,Very Positive
O01215,C0112,R135,Service was slow but food good,4,Positive
O01216,C0070,R50,Service was slow but food good,4,Positive
O01217,C0167,R77,Average experience,3,Neutral
O01218,C0165,R76,"Very good, will order again",4,Positive
O01219,C0147,R117,Too spicy for me,3,Neutral
O01220,C0084,R12,"Food was okay, can be improved",5,Very Positive
O01221,C0129,R138,"Loved it, highly recommended",5,Very Positive
O01222,C0126,R163,Service was slow but food good,4,Positive
O01223,C0299,R131,"Food was okay, can be improved",5,Very Positive
O01224,C0257,R21,Perfectly cooked and tasty,5,Very Positive
O01225,C0198,R152,Excellent taste and service,4,Positive
O01226,C0116,R52,Service was slow but food good,4,Positive
O01227,C0328,R4,Not satisfied with the taste,2,Negative
O01228,C0010,R137,Too spicy for me,3,Neutral
O01229,C0078,R56,Perfectly cooked and tasty,5,Very Positive
O01230,C0306,R26,"Loved it, highly recommended",5,Very Positive
O01231,C0253,R132,"Food was okay, can be improved",5,Very Positive
O01232,C0022,R24,Service was slow but food good,4,Positive
O01233,C0260,R143,"Food was okay, can be improved",5,Very Positive
O01234,C0293,R20,"Very good, will order again",4,Positive
O01235,C0114,R127,Too spicy for me,3,Neutral
O01236,C0284,R79,"Loved it, highly recommended",5,Very Positive
O01237,C0147,R166,Excellent taste and service,4,Positive
O01238,C0174,R165,Perfectly cooked and tasty,5,Very Positive
O01239,C0143,R82,Not satisfied with the taste,2,Negative
O01240,C0143,R67,Too spicy for me,3,Neutral
O01241,C0271,R164,Not satisfied with the taste,2,Negative
O01242,C0106,R36,Too spicy for me,3,Neutral
O01243,C0291,R33,Not satisfied with the taste,2,Negative
O01244,C0113,R5,Perfectly cooked and tasty,5,Very Positive
O01245,C0263,R10,"Very good, will order again",4,Positive
O01246,C0226,R32,"Food was okay, can be improved",5,Very Positive
O01247,C0093,R3,Not satisfied with the taste,2,Negative
O01248,C0141,R44,Perfectly cooked and tasty,5,Very Positive
O01249,C0243,R144,Will not order this again,3,Neutral
O01250,C0288,R88,Excellent taste and service,4,Positive
O01251,C0239,R45,"Food was okay, can be improved",5,Very Positive
O01252,C0082,R40,Will not order this again,3,Neutral
O01253,C0019,R2,"Very good, will order again",4,Positive
O01254,C0318,R166,"Food was okay, can be improved",5,Very Positive
O01255,C0273,R47,"Food was okay, can be improved",5,Very Positive
O01256,C0246,R148,Service was slow but food good,4,Positive
O01257,C0303,R28,Too spicy for me,3,Neutral
O01258,C0158,R25,Excellent taste and service,4,Positive
O01259,C0247,R167,Too spicy for me,3,Neutral
O01260,C0186,R28,"Food was okay, can be improved",5,Very Positive
O01261,C0288,R119,Excellent taste and service,4,Positive
O01262,C0205,R22,"Food was okay, can be improved",5,Very Positive
O01263,C0155,R86,Excellent taste and service,4,Positive
O01264,C0286,R162,Will not order this again,3,Neutral
O01265,C0123,R59,Not satisfied with the taste,2,Negative
O01266,C0145,R169,Average experience,3,Neutral
O01267,C0003,R135,Will not order this again,3,Neutral
O01268,C0029,R23,Will not order this again,3,Neutral
O01269,C0185,R103,Not satisfied with the taste,2,Negative
O01270,C0100,R60,"Loved it, highly recommended",5,Very Positive
O01271,C0172,R105,Too spicy for me,3,Neutral
O01272,C0161,R161,"Very good, will order again",4,Positive
O01273,C0111,R59,"Food was okay, can be improved",5,Very Positive
O01274,C0044,R71,"Very good, will order again",4,Positive
O01275,C0253,R46,"Loved it, highly recommended",5,Very Positive
O01276,C0033,R7,"Very good, will order again",4,Positive
O01277,C0196,R144,Will not order this again,3,Neutral
O01278,C0057,R36,Excellent taste and service,4,Positive
O01279,C0287,R62,"Very good, will order again",4,Positive
O01280,C0292,R80,Too spicy for me,3,Neutral
O01281,C0234,R81,"Very good, will order again",4,Positive
O01282,C0246,R168,Excellent taste and service,4,Positive
O01283,C0153,R50,Will not order this again,3,Neutral
O01284,C0009,R164,Too spicy for me,3,Neutral
O01285,C0150,R138,Too spicy for me,3,Neutral
O01286,C0242,R148,Service was slow but food good,4,Positive
O01287,C0091,R164,"Loved it, highly recommended",5,Very Positive
O01288,C0184,R105,"Food was okay, can be improved",5,Very Positive
O01289,C0197,R61,"Food was okay, can be improved",5,Very Positive
O01290,C0170,R133,Service was slow but food good,4,Positive
O01291,C0295,R33,Will not order this again,3,Neutral
O01292,C0159,R40,"Very good, will order again",4,Positive
O01293,C0129,R124,Excellent taste and service,4,Positive
O01294,C0156,R55,Perfectly cooked and tasty,5,Very Positive
O01295,C0074,R83,Perfectly cooked and tasty,5,Very Positive
O01296,C0102,R144,Service was slow but food good,4,Positive
O01297,C0052,R124,Service was slow but food good,4,Positive
O01298,C0078,R42,"Food was okay, can be improved",5,Very Positive
O01299,C0132,R33,Will not order this again,3,Neutral
O01300,C0240,R136,"Food was okay, can be improved",5,Very Positive
O01301,C0289,R128,Perfectly cooked and tasty,5,Very Positive
O01302,C0274,R112,Excellent taste and service,4,Positive
O01303,C0286,R10,Perfectly cooked and tasty,5,Very Positive
O01304,C0196,R46,Will not order this again,3,Neutral
O01305,C0187,R88,Will not order this again,3,Neutral
O01306,C0138,R117,"Food was okay, can be improved",5,Very Positive
O01307,C0034,R67,"Loved it, highly recommended",5,Very Positive
O01308,C0140,R150,Service was slow but food good,4,Positive
O01309,C0208,R149,Average experience,3,Neutral
O01310,C0122,R42,Service was slow but food good,4,Positive
O01311,C0250,R140,"Loved it, highly recommended",5,Very Positive
O01312,C0145,R28,Not satisfied with the taste,2,Negative
O01313,C0265,R131,Service was slow but food good,4,Positive
O01314,C0131,R131,Service was slow but food good,4,Positive
O01315,C0113,R143,"Loved it, highly recommended",5,Very Positive
O01316,C0172,R40,Perfectly cooked and tasty,5,Very Positive
O01317,C0030,R143,Perfectly cooked and tasty,5,Very Positive
O01318,C0298,R87,"Very good, will order again",4,Positive
O01319,C0278,R112,Excellent taste and service,4,Positive
O01320,C0033,R73,Too spicy for me,3,Neutral
O01321,C0103,R149,"Loved it, highly recommended",5,Very Positive
O01322,C0033,R68,Perfectly cooked and tasty,5,Very Positive
O01323,C0101,R149,Not satisfied with the taste,2,Negative
O01324,C0140,R146,"Loved it, highly recommended",5,Very Positive
O01325,C0216,R54,Not satisfied with the taste,2,Negative
O01326,C0298,R132,Not satisfied with the taste,2,Negative
O01327,C0030,R17,"Food was okay, can be improved",5,Very Positive
O01328,C0279,R33,Will not order this again,3,Neutral
O01329,C0234,R6,Will not order this again,3,Neutral
O01330,C0121,R20,Excellent taste and service,4,Positive
O01331,C0032,R43,Service was slow but food good,4,Positive
O01332,C0011,R105,"Loved it, highly recommended",5,Very Positive
O01333,C0328,R154,Too spicy for me,3,Neutral
O01334,C0126,R45,Average experience,3,Neutral
O01335,C0295,R8,Will not order this again,3,Neutral
O01336,C0175,R136,Excellent taste and service,4,Positive
O01337,C0085,R100,Perfectly cooked and tasty,5,Very Positive
O01338,C0233,R17,"Food was okay, can be improved",5,Very Positive
O01339,C0058,R100,Not satisfied with the taste,2,Negative
O01340,C0082,R158,Will not order this again,3,Neutral
O01341,C0059,R9,Average experience,3,Neutral
O01342,C0190,R20,Average experience,3,Neutral
O01343,C0015,R7,Excellent taste and service,4,Positive
O01344,C0232,R12,Excellent taste and service,4,Positive
O01345,C0030,R88,Service was slow but food good,4,Positive
O01346,C0084,R84,Service was slow but food good,4,Positive
O01347,C0033,R32,Will not order this again,3,Neutral
O01348,C0045,R159,Will not order this again,3,Neutral
O01349,C0104,R156,"Very good, will order again",4,Positive
O01350,C0166,R38,Service was slow but food good,4,Positive
O01351,C0108,R90,Too spicy for me,3,Neutral
O01352,C0050,R3,"Food was okay, can be improved",5,Very Positive
O01353,C0097,R20,Excellent taste and service,4,Positive
O01354,C0046,R29,Too spicy for me,3,Neutral
O01355,C0152,R54,Will not order this again,3,Neutral
O01356,C0231,R88,Average experience,3,Neutral
O01357,C0097,R167,Will not order this again,3,Neutral
O01358,C0168,R77,Too spicy for me,3,Neutral
O01359,C0180,R128,Excellent taste and service,4,Positive
O01360,C0086,R158,Average experience,3,Neutral
O01361,C0240,R158,"Loved it, highly recommended",5,Very Positive
O01362,C0144,R18,Service was slow but food good,4,Positive
O01363,C0250,R1,Not satisfied with the taste,2,Negative
O01364,C0079,R38,"Food was okay, can be improved",5,Very Positive
O01365,C0140,R110,Too spicy for me,3,Neutral
O01366,C0169,R4,"Loved it, highly recommended",5,Very Positive
O01367,C0249,R151,Will not order this again,3,Neutral
O01368,C0245,R47,"Very good, will order again",4,Positive
O01369,C0220,R146,Average experience,3,Neutral
O01370,C0001,R20,Not satisfied with the taste,2,Negative
O01371,C0156,R42,"Very good, will order again",4,Positive
O01372,C0167,R68,"Loved it, highly recommended",5,Very Positive
O01373,C0237,R149,"Loved it, highly recommended",5,Very Positive
O01374,C0119,R68,Will not order this again,3,Neutral
O01375,C0038,R35,Average experience,3,Neutral
O01376,C0260,R138,"Loved it, highly recommended",5,Very Positive
O01377,C0143,R30,Perfectly cooked and tasty,5,Very Positive
O01378,C0205,R169,Too spicy for me,3,Neutral
O01379,C0248,R19,Will not order this again,3,Neutral
O01380,C0280,R9,Perfectly cooked and tasty,5,Very Positive
O01381,C0326,R7,"Loved it, highly recommended",5,Very Positive
O01382,C0193,R25,Service was slow but food good,4,Positive
O01383,C0122,R48,Not satisfied with the taste,2,Negative
O01384,C0229,R153,Perfectly cooked and tasty,5,Very Positive
O01385,C0074,R57,Not satisfied with the taste,2,Negative
O01386,C0230,R112,Average experience,3,Neutral
O01387,C0205,R45,Service was slow but food good,4,Positive
O01388,C0075,R6,Too spicy for me,3,Neutral
O01389,C0119,R11,Excellent taste and service,4,Positive
O01390,C0015,R148,Average experience,3,Neutral
O01391,C0309,R17,"Food was okay, can be improved",5,Very Positive
O01392,C0037,R164,Service was slow but food good,4,Positive
O01393,C0284,R140,"Very good, will order again",4,Positive
O01394,C0032,R7,Average experience,3,Neutral
O01395,C0033,R56,Will not order this again,3,Neutral
O01396,C0003,R105,Too spicy for me,3,Neutral
O01397,C0119,R36,Average experience,3,Neutral
O01398,C0322,R105,Average experience,3,Neutral
O01399,C0277,R128,Excellent taste and service,4,Positive
O01400,C0282,R131,Excellent taste and service,4,Positive
